student_id,family_code,student_name,session,class_id,section_id,gr_no,gender,religion,dob,date_of_admission,status,whatsapp_number,father_cell_no,mother_cell_no,home_cell_no,place_of_birth,state,city,email,father_name,mother_name,home_address,created_at,student_image,admission_fee,monthly_fee,cnic
211,FC2141,Kristen Smith,1,8,7,GR1211,Male,Christianity,8/11/2006,10/20/2023,Active,001-282-965-7107x13943,(325)525-3243,2588158848,001-841-377-7552,Brittanyfort,Colorado,Reedtown,collinsbrittany@example.org,Bryce Hubbard,Holly Walsh,"4115 Gutierrez Cape, Kimberlychester, WI 82540",4/11/2025 6:32,default_student_1.jpg,3102,766,89140-4276730-9
212,FC9516,Brianna Cochran,1,15,6,GR1212,Female,Islam,8/1/2010,12/13/2023,Inactive,885.905.9644x03551,+1-330-364-8985x39398,419-942-6803,469.303.2820x89550,Erikland,California,Steventown,caroline86@example.org,Jose Cook,Kimberly Vaughan,"94760 Thompson Pine Apt. 089, North Annabury, AZ 47769",4/11/2025 6:32,default_student_2.jpg,2414,921,94475-1581577-4
213,FC8217,Jared Patel,1,5,5,GR1213,Male,Sikhism,1/22/2009,11/22/2021,Inactive,+1-601-921-9316x61961,867.948.3908,764.992.4919,(707)519-7349x49584,South Rita,Minnesota,Amyborough,yfarmer@example.com,Christopher Kennedy,Angela Chandler,"0573 Schmidt Valleys Suite 613, Russellton, IN 96293",4/11/2025 6:32,default_student_3.jpg,1374,1737,46184-5865708-7
214,FC6391,Mary Vargas,1,14,4,GR1214,Female,Hinduism,7/15/2018,1/15/2025,Active,-2483,882.266.8574x84374,487-247-1417x03129,001-584-790-2917,Powellberg,New York,North Allison,ostafford@example.com,Christopher Hall,Rebecca Ramirez,"997 Cynthia Underpass Apt. 383, Davidborough, GU 68330",4/11/2025 6:32,default_student_4.jpg,1942,778,63655-5027720-1
215,FC8944,Kevin Collins,1,13,6,GR1215,Male,Islam,5/14/2015,7/5/2020,Inactive,+1-437-220-3675x70120,(746)215-1632,6342956914,(494)430-1855,Tiffanyfort,Wisconsin,Parkerstad,christinerobinson@example.net,Danny Burnett,Briana Rowe,"8961 Heather Via Apt. 769, Donaldview, MN 42574",4/11/2025 6:32,default_student_5.jpg,2311,1899,19907-7031312-4
216,FC4280,Michael Christian III,1,15,7,GR1216,Female,Islam,4/21/2009,9/22/2024,Active,+1-527-685-3656x343,(462)216-6551x9494,001-628-855-2199x72746,850.431.4296,South Jasonland,Missouri,South Juan,tammygardner@example.com,Mark Russo,Kristin Jenkins,"7879 Hamilton Trace Suite 566, Hallport, UT 87953",4/11/2025 6:32,default_student_6.jpg,2805,657,47721-3601514-9
217,FC4080,Hannah Compton,1,7,5,GR1217,Female,Hinduism,11/5/2013,3/15/2021,Active,-6392,240.243.8380x96735,(762)472-1990,001-555-434-0598x854,South Michael,New York,Juanstad,hfloyd@example.com,Patrick Thompson,Brittany Taylor,"4887 Roger Field Apt. 361, West Luisfort, HI 42244",4/11/2025 6:32,default_student_7.jpg,1478,823,28257-8406203-9
218,FC7943,Robert Williams,1,9,7,GR1218,Male,Hinduism,8/24/2006,3/21/2022,Active,396-357-3270,+1-399-700-1064x869,(688)839-0892,724.758.3441,East Kellychester,Nevada,Amyfort,sandovalmichele@example.org,Paul Allen,Danielle Marsh MD,"263 Lewis Lodge Suite 057, East Dylanberg, IL 47472",4/11/2025 6:32,default_student_8.jpg,1413,1512,42196-9731281-1
219,FC1493,April Atkinson,1,9,6,GR1219,Female,Christianity,5/4/2007,3/7/2025,Active,569-554-1836,+1-443-751-4380x31392,518.736.5253,+1-863-740-3385x56029,North Bradleymouth,Louisiana,Hinesside,samanthasilva@example.org,Jordan Freeman,Cindy Anderson,"785 Stevens Cove Apt. 095, West Martinport, VA 58858",4/11/2025 6:32,default_student_9.jpg,3561,749,98975-9686967-3
220,FC9137,Darren Wang,1,8,5,GR1220,Male,Christianity,9/23/2011,12/18/2021,Active,6427878117,265.644.6511x33620,(573)560-4693x68107,001-812-741-9141x692,North Andrewhaven,Wyoming,East Kristina,svang@example.org,Todd Nelson,Jessica Thomas,"32606 Alexandra Extensions, Smithhaven, VI 30625",4/11/2025 6:32,default_student_0.jpg,1278,716,46626-2601551-5
221,FC8664,Stacey Maxwell,1,5,4,GR1221,Male,Sikhism,6/9/2014,3/24/2021,Active,+1-617-636-7199x476,357-433-1917x3384,001-290-535-6040x01497,326-547-5346,Mooreland,Colorado,Michaelstad,tylerallen@example.org,Bill Grimes,Sherri Freeman,"4138 Roberson Station Suite 769, South Scottchester, WY 18238",4/11/2025 6:32,default_student_1.jpg,2421,1181,43284-7841644-7
222,FC1363,Erin Meadows,1,8,4,GR1222,Male,Christianity,8/8/2010,11/24/2021,Active,+1-612-206-4936x33376,6334149248,001-629-755-2579,248-681-5909x2488,Johnsonberg,Arkansas,Port Johnville,jennifermoore@example.com,Kevin Peters,Valerie Barry,"59247 Wilson Crest Apt. 622, New Johnfort, RI 79001",4/11/2025 6:32,default_student_2.jpg,2855,1154,11400-5202369-7
223,FC9507,Michael Kelley,1,16,7,GR1223,Male,Hinduism,6/29/2015,2/10/2025,Active,(458)841-5790,001-675-669-0952x4672,(778)525-4136x268,678.748.2807,New Stacey,South Carolina,West Jason,hallmatthew@example.org,Seth Turner,Jennifer Martinez,"3128 Lori Ridge, Charlesville, CO 64197",4/11/2025 6:32,default_student_3.jpg,2823,1829,93320-5524455-4
224,FC5289,Sandra Jackson,1,10,5,GR1224,Female,Islam,6/5/2011,12/20/2021,Inactive,(624)633-1220,001-620-321-3385x4587,4374528764,5824180354,South Jeremiah,Montana,Port Hollystad,jhartman@example.org,Christopher Sutton,Brenda Martinez,"34025 Mcdonald Groves Suite 678, Garnerfurt, ME 54978",4/11/2025 6:32,default_student_4.jpg,4956,1817,68628-1871898-5
225,FC9362,Alexandra Silva,1,14,5,GR1225,Male,Islam,3/9/2010,10/30/2020,Inactive,891.800.6325x43406,596-967-6188x729,+1-641-660-1877x7592,(770)267-8830x6077,Youngville,Wyoming,Reneeside,isabellamartinez@example.com,Samuel Cox,Jessica Powell,"86981 Mark Knolls, Donaldshire, PA 44010",4/11/2025 6:32,default_student_5.jpg,1438,1288,43698-4319198-8
226,FC8714,Sylvia Harrison,1,7,7,GR1226,Female,Christianity,4/5/2011,3/2/2023,Active,(739)324-1073x947,892.406.0784x1042,4632450832,615.762.9740,Lake Anne,Illinois,Malonechester,brooksrachel@example.net,Chad Hunter,Jessica Cruz,"2302 Mills Dale, West Stacy, WI 71505",4/11/2025 6:32,default_student_6.jpg,1850,1194,44303-2833211-1
227,FC8144,Melissa Thomas,1,14,5,GR1227,Female,Sikhism,3/22/2016,10/15/2024,Active,+1-981-833-1314x40748,269.791.1294,001-335-625-9148x2796,001-463-239-8462,Lake Dennis,Delaware,Port Paulaborough,johnedwards@example.net,Corey Anderson,Jennifer Kidd,"706 Burton Curve Apt. 027, South Ryan, CT 58265",4/11/2025 6:32,default_student_7.jpg,4940,1812,26243-5193691-6
228,FC8739,Donald Parker,1,15,6,GR1228,Female,Sikhism,1/20/2008,5/3/2024,Inactive,-2694,4298991428,343.343.7421x0973,(248)202-4206,South Timothyhaven,Michigan,Nicolestad,danielpage@example.com,Victor Summers,Karen Tanner,"672 Brooke Curve Suite 445, Lake Heather, HI 80924",4/11/2025 6:32,default_student_8.jpg,2493,1696,23836-2472989-9
229,FC8419,Kenneth Mcguire,1,5,7,GR1229,Female,Christianity,8/4/2014,9/23/2020,Inactive,667-449-9131,427.471.5506x829,864.694.2330,001-845-838-6891x64306,New Jasontown,New Jersey,New Marissatown,burkechristopher@example.com,Charles Evans,Kathy Sanders DDS,"662 Christian Meadows Suite 263, Lake Hollyview, IL 30357",4/11/2025 6:32,default_student_9.jpg,3609,1976,22665-8077584-1
230,FC5855,Christopher Garza,1,9,4,GR1230,Female,Islam,1/24/2010,1/2/2025,Active,749.993.3937x7624,699-991-2461,001-898-845-1519x85255,901.338.7188x2700,Jeremyfurt,New Jersey,Charlesborough,burgessanthony@example.com,Aaron Carter,Sherri Wright,"0494 Richardson Parkways Apt. 977, Staceyland, NE 55366",4/11/2025 6:32,default_student_0.jpg,1006,690,54473-6666290-8
231,FC4250,Nicholas Ho,1,15,7,GR1231,Female,Christianity,12/31/2010,7/25/2022,Inactive,+1-748-800-0412x2255,793-399-4191x30426,001-506-224-0296x4351,2019678777,Hendersonborough,North Dakota,Garnerfurt,brandon91@example.com,Devin Zavala,Debra Coleman,"488 Diaz Plains Apt. 510, Wilsonton, MP 68952",4/11/2025 6:32,default_student_1.jpg,2639,530,23533-1079439-2
232,FC6400,Willie Scott Jr.,1,13,4,GR1232,Female,Islam,4/13/2007,2/12/2025,Active,001-895-764-8281x218,392.873.0400x8513,(565)530-6523x7576,001-237-491-3183x51705,South Lindsay,Indiana,Adamsborough,thampton@example.net,Robert Huber,Cindy Joseph,"110 Michael Springs, Harrisfurt, CO 21616",4/11/2025 6:32,default_student_2.jpg,3231,1762,47839-2022168-4
233,FC2822,Tiffany Kennedy,1,7,5,GR1233,Female,Hinduism,2/14/2018,9/30/2021,Active,001-841-981-2110x07864,+1-640-317-6054x2759,545-270-7326x064,757.629.5476,Carpenterland,Rhode Island,Lake Emilychester,flynnandrea@example.com,David Thomas,Sherry Thomas,"USCGC Mccullough, FPO AA 99463",4/11/2025 6:32,default_student_3.jpg,2801,1943,84834-1457233-9
234,FC7201,Carlos Diaz,1,6,6,GR1234,Male,Sikhism,1/3/2020,3/4/2025,Active,001-531-947-5214x729,361.872.7071x22182,458-581-5666,(772)839-7816x803,Youngchester,Louisiana,Watsontown,michael45@example.com,Anthony Hall,Wanda Cross,"5585 Sandra Lakes Suite 322, Lake Aimeechester, AS 71664",4/11/2025 6:32,default_student_4.jpg,2050,1981,60310-4850825-8
235,FC9268,Sandra Salazar,1,11,4,GR1235,Female,Christianity,6/23/2008,5/29/2021,Inactive,912.210.2108x6986,+1-892-413-3648x32669,435-747-7495x37593,8079173615,Port Ronaldtown,Nebraska,West Seanberg,christopherbrewer@example.org,Cory Silva,Amanda Thompson,"22957 Wheeler Overpass Suite 823, Port Samantha, MA 06896",4/11/2025 6:32,default_student_5.jpg,2420,1550,51135-8933976-8
236,FC5149,Jessica Thompson,1,17,5,GR1236,Male,Christianity,5/26/2011,7/1/2021,Inactive,988-795-7741,-11416,+1-473-295-1021x376,001-509-737-3098x02010,West Samuel,Kentucky,Douglasborough,jackhiggins@example.org,John Case,Darlene Miller,"279 Mary Orchard, Jonathanfurt, NY 62146",4/11/2025 6:32,default_student_6.jpg,2325,1816,13043-7246393-8
237,FC5691,James Marshall,1,6,7,GR1237,Male,Christianity,1/15/2013,3/6/2024,Inactive,541.658.2865,+1-282-800-8522x1504,+1-458-580-0850x0401,736.560.8789x1364,West Jon,Utah,Virginiamouth,hayley28@example.org,William Hart,Erica Blake,"0574 Morrison Villages Suite 578, West Christopher, VI 97685",4/11/2025 6:32,default_student_7.jpg,4896,1933,88857-6566205-9
238,FC3177,Martin Rivera,1,11,7,GR1238,Female,Hinduism,5/29/2016,3/16/2021,Active,943.441.8146x069,6462379603,670.308.7354,+1-210-698-9518x687,East Kathryn,West Virginia,Brownbury,sjensen@example.com,Keith Rodriguez,Helen Mills,"9825 Abigail Terrace Suite 673, South Brett, MI 78060",4/11/2025 6:32,default_student_8.jpg,1808,1661,36742-2142878-8
239,FC3154,Catherine Tate,1,14,6,GR1239,Male,Islam,8/12/2012,2/12/2021,Inactive,261-540-9360x8765,-5167,274.583.7072,001-261-457-9859x44724,Madisonshire,Mississippi,Fischershire,matthewmeyer@example.net,Justin Adams,Mary Mitchell,"55548 Harris Motorway, Anthonytown, MA 50870",4/11/2025 6:32,default_student_9.jpg,1093,1615,72544-6750055-1
240,FC4238,Joe Davila,1,12,6,GR1240,Male,Islam,1/15/2018,9/3/2023,Active,(394)881-5971,(228)270-8559x120,658-838-2778x59087,001-870-370-8878x2164,Port Jacob,Oregon,Port Jonathan,josephdavis@example.net,Jose Morris,Melody Ross,"10884 Jose Walks Apt. 559, South Karen, DE 19307",4/11/2025 6:32,default_student_0.jpg,2417,1276,94325-7920818-7
241,FC4804,Lindsay Yates,1,11,4,GR1241,Female,Hinduism,4/24/2015,9/10/2023,Inactive,(756)629-6860x9390,001-657-790-8126x8356,(506)884-7937x3050,001-752-810-0658,Lake Jose,South Carolina,Marcusport,tatecathy@example.net,Michael Osborn,Patricia Nixon,"6730 William Walks Suite 676, Francoton, OK 69678",4/11/2025 6:32,default_student_1.jpg,1630,1317,98418-8239997-7
242,FC5947,Aaron Taylor,1,9,7,GR1242,Male,Hinduism,11/27/2006,8/18/2023,Active,001-797-293-3054x8410,-5026,-1077,-10652,Olsenview,Iowa,Lake Judith,tylergoodman@example.net,Maurice Cortez,Ellen Newton,"90749 Paula Mountains Suite 026, Robintown, VA 52392",4/11/2025 6:32,default_student_2.jpg,2738,1399,67785-6207023-2
243,FC4715,Misty Smith,1,11,4,GR1243,Female,Christianity,9/27/2007,6/4/2023,Active,(429)360-1800,+1-807-664-0992x02818,(540)711-2868x2394,+1-785-590-6703x278,Kennethchester,Michigan,Hartstad,jonesrebecca@example.org,Jonathan Gaines,Tiffany Hill,"97269 Walton Courts, East Ronald, MP 99949",4/11/2025 6:32,default_student_3.jpg,4366,1518,19060-2670789-3
244,FC1524,Veronica Chandler,1,5,7,GR1244,Female,Christianity,2/17/2007,5/16/2023,Inactive,250-939-7399x54796,291-604-7067x30936,546.374.3278,+1-840-533-3722x07453,Lake Darren,Massachusetts,Carlaton,ofrey@example.net,Robert Meyer,Jamie Munoz,"9158 Katherine Manors, Ashleyside, WY 66622",4/11/2025 6:32,default_student_4.jpg,2625,1401,50830-9914240-1
245,FC3611,Deborah Mccarthy,1,6,4,GR1245,Female,Hinduism,2/19/2014,6/3/2022,Inactive,001-449-502-0791x686,001-206-917-2590,568-682-9959x9888,001-315-715-7237x66693,Gallegostown,Oklahoma,East Janetmouth,donnacarson@example.net,Mr. Frank Gibson,Gina Smith,"USCGC Johnson, FPO AA 65389",4/11/2025 6:32,default_student_5.jpg,2236,1301,14234-5482860-6
246,FC8558,Pamela Jackson,1,17,6,GR1246,Male,Sikhism,3/21/2016,4/22/2020,Inactive,+1-622-962-1631x5645,4056819102,541.345.3711,(224)360-1125x070,Kevinstad,Indiana,South Ryanberg,moraleskristen@example.org,David Smith,Heather Andrade,"USNV Anderson, FPO AP 52966",4/11/2025 6:32,default_student_6.jpg,3245,921,59494-2141575-7
247,FC1662,Samuel Robbins,1,10,4,GR1247,Female,Hinduism,8/2/2013,6/20/2022,Active,2753047618,958.954.8686x4693,001-713-497-0654x5234,6497068650,Robertsville,Georgia,Odonnellborough,ellisandre@example.net,Danny Harding,Felicia Simpson,"205 Ramirez Drives Apt. 332, New Jefferyport, IA 41360",4/11/2025 6:32,default_student_7.jpg,1004,567,91884-1723162-3
248,FC3772,Paul Marquez Jr.,1,14,5,GR1248,Male,Christianity,6/15/2012,11/12/2024,Active,(291)599-9408x49126,+1-588-897-1840x744,001-676-792-8311,(248)967-2092x8573,West Jenniferside,Pennsylvania,North Thomas,obenjamin@example.net,Christopher Vasquez,Amanda Gonzales,"4226 Angela Prairie Apt. 082, Murphyport, AK 69165",4/11/2025 6:32,default_student_8.jpg,1314,1952,18561-2942949-4
249,FC2640,Melissa Thompson,1,6,4,GR1249,Female,Sikhism,12/18/2016,3/1/2021,Active,584-696-6431,202.821.8747x3394,001-832-721-8205x34160,757-669-1515,Shawnton,Mississippi,Lake Robertchester,tyrone94@example.org,Kyle Daniels,Olivia Calhoun,"2220 Walter Pike Suite 396, Lake Amy, MT 34700",4/11/2025 6:32,default_student_9.jpg,3211,708,28113-7249703-7
250,FC9379,Geoffrey Fritz,1,15,4,GR1250,Male,Islam,9/13/2010,2/10/2025,Inactive,781.386.8413,(226)419-8672,5633714501,454.827.9012,New Beckyburgh,Utah,Singletonberg,nbrady@example.com,Mark Perez,Kristen Dickson,"343 Miller Estate, West Jacob, OK 49495",4/11/2025 6:32,default_student_0.jpg,4671,1261,79288-6438287-9
251,FC9955,Pamela Lopez,1,8,4,GR1251,Male,Sikhism,8/25/2015,3/10/2024,Inactive,994-758-6159x6321,+1-791-622-3913x5281,850-921-7004x95120,(693)207-3536,East Rebecca,Georgia,North Annaborough,hayley55@example.net,Matthew Edwards,Kelly Jensen,"10142 Katrina Summit, North Randallland, PA 25447",4/11/2025 6:32,default_student_1.jpg,4011,1080,56255-9479297-6
252,FC1343,Shelly Carter,1,7,6,GR1252,Male,Christianity,4/13/2016,1/12/2023,Active,554-630-4801x491,+1-912-457-5446x716,695-504-1273,9744316858,Atkinsonville,Louisiana,Horneburgh,plong@example.net,James Perez,Sarah Boyle,"2979 Diane Island, West Nancyberg, HI 82070",4/11/2025 6:32,default_student_2.jpg,1474,1502,73426-3110566-5
253,FC5272,Adam Christian,1,7,6,GR1253,Female,Christianity,4/23/2019,6/4/2023,Active,924-600-2574x001,5639540722,(951)575-2653,001-418-403-1773x2848,West Diana,Arizona,Samanthabury,alexanderanderson@example.org,Justin Coleman,Taylor Sanders,"75420 Crawford Falls Apt. 387, New Erinfurt, FM 58958",4/11/2025 6:32,default_student_3.jpg,3054,1513,28954-5216338-6
254,FC4105,Michael Brown,1,10,7,GR1254,Male,Hinduism,11/10/2007,11/6/2020,Inactive,001-498-347-2149x089,8418512593,+1-411-610-2264x726,962.306.5260,Port Jacobfurt,Nevada,New Garymouth,hbridges@example.org,Scott Vargas,Jenny Chapman,"91568 Lopez Corner Apt. 177, South Shelby, MD 85469",4/11/2025 6:32,default_student_4.jpg,3282,1230,14193-6570177-4
255,FC7456,Joshua Gonzales,1,13,6,GR1255,Male,Hinduism,8/3/2011,10/9/2020,Active,(287)464-1328x6722,001-890-271-5135x2179,001-785-322-6918x641,(967)842-4160,Lake Nicholas,Oklahoma,North Mary,derek45@example.net,Phillip Stevens,Jordan Haley,"61340 Maria Groves Apt. 638, New Robert, CT 28883",4/11/2025 6:32,default_student_5.jpg,4049,1048,20428-6619131-7
256,FC1127,Bryan Beard,1,15,5,GR1256,Female,Hinduism,3/14/2020,7/23/2024,Active,430.803.6424,+1-953-656-4856x36392,283.653.4357x95996,978-616-4879x55299,North Makaylaview,Virginia,Rosefort,sarahmyers@example.net,Johnny Cervantes DVM,Ashley Allen,"5186 Rice Isle Suite 573, Port Christy, OH 62629",4/11/2025 6:32,default_student_6.jpg,1700,1518,36115-2240686-7
257,FC5672,Elijah Garcia,1,5,4,GR1257,Male,Hinduism,3/10/2016,6/29/2022,Active,458-404-0085x637,(281)741-2706x765,963-294-4770,992-474-3420x0662,Lake Catherinefort,Oregon,West Crystalmouth,brianschroeder@example.net,Edward Davis,Pamela Woodward,"050 Miller Island, New Benjaminville, MT 59065",4/11/2025 6:32,default_student_7.jpg,4644,1328,40697-4320695-1
258,FC9898,Brenda Frederick,1,13,7,GR1258,Female,Hinduism,12/16/2009,10/9/2022,Inactive,001-883-367-8927x1966,441.942.3344,969.409.3732x34674,896-905-9221x6015,New James,New Mexico,Lake Scottbury,corey00@example.org,Bradley Williams,Alexis Copeland,"1628 Thomas Street, West Jennifer, GA 04741",4/11/2025 6:32,default_student_8.jpg,1479,534,64891-7101620-3
259,FC8862,Thomas Sullivan,1,17,4,GR1259,Male,Sikhism,1/8/2012,12/21/2021,Inactive,001-928-792-0663x32363,(509)544-8117x9720,545.243.0672,793-315-1679x435,Burnsmouth,California,Port Donna,stevenrogers@example.com,Robert Edwards,Susan Stephens,"0779 Julie Views Suite 981, Port Gregoryside, SC 83932",4/11/2025 6:32,default_student_9.jpg,4103,1303,31200-3581243-7
260,FC7246,Katherine Curtis,1,9,4,GR1260,Male,Islam,8/26/2019,4/24/2022,Inactive,+1-939-535-4458x900,5039391790,001-470-706-2198x712,001-673-697-9212,Crystalside,Virginia,East Veronicaborough,joshuaross@example.org,Danny Caldwell,Stephanie Stevenson,"USCGC Sanders, FPO AA 02215",4/11/2025 6:32,default_student_0.jpg,4731,878,22942-3587424-5
261,FC3889,Cindy Washington,1,13,7,GR1261,Female,Sikhism,3/10/2019,9/23/2022,Inactive,+1-804-447-2101x3720,(269)683-9394,753-811-6571x0878,(223)467-9122,East Leehaven,Kansas,Jeffreyberg,suejohnson@example.com,Peter Moody,Kaitlyn Harrison,"3689 David Summit, North Michele, NV 49266",4/11/2025 6:32,default_student_1.jpg,2900,745,42873-6286852-5
262,FC5136,Jared Blair,1,14,4,GR1262,Female,Christianity,10/20/2010,6/12/2024,Inactive,(702)658-1545x79235,540.418.7516x344,001-751-875-1493x270,(739)615-7384x94702,Scottport,Mississippi,Port Joshua,holtrobin@example.net,Dr. Alejandro Greene,Lori Mendez,"567 Hall Road Apt. 995, North Bailey, ND 16668",4/11/2025 6:32,default_student_2.jpg,2115,1997,96000-7822887-1
263,FC1353,John Baldwin,1,17,6,GR1263,Male,Islam,4/10/2018,11/22/2020,Inactive,2364650358,692-501-6580x4205,001-698-895-1541x36093,001-450-511-6807,North Davidchester,South Carolina,Lake James,vanessabooker@example.net,Andrew Carter,Jenna Murphy,"23714 Miller Road Apt. 569, Alexismouth, UT 79368",4/11/2025 6:32,default_student_3.jpg,3780,1298,79930-6866670-9
264,FC8729,Eric Garcia,1,14,5,GR1264,Male,Hinduism,4/27/2012,5/21/2024,Active,534.471.2180,504-389-5868x6972,001-859-900-6717x4684,+1-940-802-7593x5404,Port Katelyn,Georgia,East Mary,medinamatthew@example.net,Andrew Parker,Maria Francis,"7091 Randy Glen Apt. 191, New Jacqueline, CA 79319",4/11/2025 6:32,default_student_4.jpg,2261,1381,18740-4677646-2
265,FC3708,Jenna Rojas,1,12,6,GR1265,Female,Christianity,7/21/2014,4/21/2021,Inactive,+1-629-601-3285x268,914-881-0102x687,001-926-343-8093,689.679.1830,New Melissaton,Rhode Island,Duffyport,chad22@example.net,Christian Ford,Cynthia Moore,"3891 Jennifer Path Apt. 998, Martinezburgh, FL 96156",4/11/2025 6:32,default_student_5.jpg,4205,1016,74389-6723397-9
266,FC4671,Daniel Ramirez,1,13,6,GR1266,Female,Islam,8/20/2007,7/9/2024,Inactive,001-790-217-4798x200,(727)485-4355x2576,(246)537-8861x1513,386-297-6995x97946,Victorburgh,Rhode Island,Elizabethborough,ashleyhendrix@example.com,Steven Gilmore,Lori Valencia,"97091 Martinez Glens Apt. 801, East Lindsay, HI 04924",4/11/2025 6:32,default_student_6.jpg,4662,765,76048-3343092-3
267,FC2046,Justin Hudson,1,5,4,GR1267,Female,Sikhism,7/19/2013,2/27/2022,Active,(472)220-4666,380.907.4118x17226,599.625.7023x19942,4243824733,Lake Stephanie,New Jersey,Lisaville,carriescott@example.com,Anthony Liu,Sabrina Hernandez,"USNS Carlson, FPO AA 81302",4/11/2025 6:32,default_student_7.jpg,3349,1572,16624-3336824-8
268,FC3218,Ryan Dennis,1,9,6,GR1268,Male,Sikhism,6/14/2006,4/14/2021,Inactive,001-206-634-1185,950-282-1872x15453,714.373.1868x421,412.525.7726x43064,Port Andreamouth,West Virginia,Lake Danielburgh,hoovertina@example.org,James Murphy,Erica Osborne,"6835 Robert Curve, Amandamouth, AK 25205",4/11/2025 6:32,default_student_8.jpg,1175,1175,23533-2689107-2
269,FC6020,Ralph Bailey,1,7,4,GR1269,Female,Sikhism,4/16/2019,10/14/2021,Inactive,917.908.1492,(800)790-8335x88363,2215399507,587-557-2214,Petersshire,South Carolina,West Christopher,obell@example.net,Terry Johnson,Rebecca Coffey,"110 Deborah Trafficway, Port Jamesberg, SD 80752",4/11/2025 6:32,default_student_9.jpg,3592,938,21970-8008870-5
